회사명,거래소코드,회계년도,[제조]   이자비용
(주)금양레포츠,013229,2001/12,334662
(주)금영이티에스,067517,2012/12,349537
(주)금영이티에스,067517,2013/12,384679
(주)금영이티에스,067517,2014/12,438471
(주)금영이티에스,067517,2015/12,460509
(주)금영이티에스,067517,2016/12,335145
(주)금영이티에스,067517,2017/12,321928
(주)금오중공업,041601,2004/12,359349
(주)금오중공업,041601,2005/12,385201
(주)금오중공업,041601,2006/12,449728
(주)금오중공업,041601,2007/12,292170
(주)금오중공업,041601,2008/12,312536
(주)금오중공업,041601,2009/12,134816
(주)금오중공업,041601,2010/12,239540
(주)금오중공업,041601,2011/12,411853
(주)금오중공업,041601,2012/12,584250
(주)금오중공업,041601,2013/12,568187
(주)금오중공업,041601,2014/12,619839
(주)금오중공업,041601,2015/12,536626
(주)금오중공업,041601,2016/12,454782
(주)금오중공업,041601,2017/12,413136
(주)금하플러스,076231,2015/12,172370
(주)금하플러스,076231,2016/12,293325
(주)금하플러스,076231,2017/12,351696
(주)금호,067558,2012/12,295643
(주)금호,067558,2013/12,223901
(주)기린산업,026264,2001/12,5574864
(주)기린산업,026264,2002/12,3527775
(주)기린산업,026264,2003/12,3038487
(주)기린산업,026264,2004/12,1794337
(주)기린산업,026264,2005/12,1386898
(주)기린산업,026264,2006/12,1569693
(주)기린산업,026264,2007/12,2102572
(주)기린산업,026264,2008/12,2915574
(주)기린산업,026264,2009/12,2290634
(주)기린산업,026264,2010/12,2793210
(주)기린산업,026264,2011/12,3006856
(주)기린산업,026264,2012/12,2991374
(주)기린산업,026264,2013/12,3183682
(주)기린산업,026264,2014/12,2678342
(주)기린산업,026264,2015/12,2348617
(주)기린산업,026264,2016/12,1904233
(주)기린산업,026264,2017/12,1806323
(주)기산단조,052568,2007/12,334359
(주)기산단조,052568,2008/12,899309
(주)기산단조,052568,2009/12,1193872
(주)기산단조,052568,2010/12,1141476
(주)기산단조,052568,2011/12,958058
(주)기산단조,052568,2012/12,756993
(주)기산단조,052568,2013/12,618558
(주)기산단조,052568,2014/12,646722
(주)기산단조,052568,2015/12,605889
(주)기산단조,052568,2016/12,554203
(주)기산단조,052568,2017/12,534575
(주)기산산업,069922,2013/12,387508
(주)기산산업,069922,2014/12,414887
(주)기산산업,069922,2015/12,385969
(주)기산산업,069922,2016/12,381104
(주)기산산업,069922,2017/12,381632
(주)기성,086477,2017/12,224784
(주)기성엔지니어링,069790,2013/12,68749
(주)기성엔지니어링,069790,2014/12,53408
(주)기성엔지니어링,069790,2015/12,32099
(주)기영기술,047534,2006/12,394943
(주)기정테크,085043,2017/12,191686
(주)기하정밀,082901,2016/12,137530
(주)기하정밀,082901,2017/12,297780
(주)기흥금속,051701,2007/12,57293
(주)기흥금속,051701,2008/12,175394
(주)기흥금속,051701,2009/12,57264
(주)기흥금속,051701,2010/12,111142
(주)기흥금속,051701,2011/12,425538
(주)기흥금속,051701,2012/12,471760
(주)기흥금속,051701,2013/12,395048
(주)기흥금속,051701,2014/12,299410
(주)기흥금속,051701,2015/12,227571
(주)기흥금속,051701,2016/12,202400
(주)기흥금속,051701,2017/12,191121
(주)길교이앤씨,062199,2010/12,133244
(주)길교이앤씨,062199,2011/12,42677
(주)길교이앤씨,062199,2012/12,34025
(주)길교이앤씨,062199,2013/12,31573
(주)길교이앤씨,062199,2014/12,28527
(주)길교이앤씨,062199,2015/12,20123
(주)길교이앤씨,062199,2016/12,3647
(주)길교이앤씨,062199,2017/12,21052
(주)나노믹,073396,2014/12,223202
(주)나노믹,073396,2015/12,397499
(주)나노믹,073396,2016/12,476162
(주)나노믹,073396,2017/12,569570
